_id,comment_user_id,content,created_at,img_name,img_url,like_num,mblog_id,reply_comment_id,root_comment_id
4704833724745855,6513357405,回复@芝士胡桃v:我遇到的医生大部分都是很好的，只有以前上学的时候校医院的医生，我起水痘他说我过敏,2021-11-18,,,0,4704521537720325,4704829777383343,4704658956486796
4704833523419252,6513357405,回复@你就是我的小兔子:你可能不知道不知道有些人去医院死活不承认有性生活，结果查出来怀孕的,2021-11-18,,,0,4704521537720325,4704829043379082,4704658956486796
4704833322618002,3130720977,回复@丶漓丝丝:那个啥。。发烧是人体免疫系统对抗外源物质的正常反应，至今人类医学能治愈的病寥寥无几，发烧感冒本质上是靠自己的身体免疫系统好的，发达国家很多儿童感冒发烧就给你开点生理盐水，烧高了让你想办法物理降温，搁哪都不是吃药能好的病,2021-11-18,,,0,4704521537720325,4704788090196037,4704658956486796
4704833271499366,7163321837,回复@丶漓丝丝:等他们家有个病人着急就医他们就知道多烦躁了。,2021-11-18,,,0,4704521537720325,4704830088544664,4704658956486796
4704832910263460,7324465748,回复@瑾色长安201405:胃病肚子疼，所有的医生都会怀疑是心梗、主动脉夹层之类的的牵涉痛，都是会死人的病，CT也是正常的。,2021-11-18,,,0,4704521537720325,4704800756729742,4704658956486796
4704832750882397,5724148511,回复@桜峰初七:而且现在医保那么严格，诊断和治疗不符，不给报销,2021-11-18,,,0,4704521537720325,4704832307334368,4704658956486796
4704832307334368,5724148511,以前 以前的时候没有那么多检查 一是仪器没那么先进 二是尝试治疗 就是医生凭经验觉得你是什么病就采取什么治疗 但是越来越多的纠纷出现说医生乱治病没给治好 就只能把该做的检查全做一遍 有条件就精准诊断对症下药避免纠纷 总比漏诊误诊的好,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704831917001661,3482987021,关键是几个检查一做完  一天过去了  医生下班了,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704831782782700,1982722097,现在去医院看感冒 必须给你来个核酸一整套流程 关键是做鼻咽拭子 太吓人了 我宁可咳着,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704831140531080,6582563860,回复@PP叶的反击时代:望闻问切那是中医，西医是病史查体检验检查，自己要什么就去哪个医院看,2021-11-18,,,0,4704521537720325,4704791986700709,4704658956486796
4704830440606966,3686993424,回复@丶漓丝丝:我们这小城市的大医院都能坑死，孩子得点小病跑了最好的俩医院挂专家都没看出来，等发现的时候拖严重了，简直了,2021-11-18,,,0,4704521537720325,4704827139424689,4704658956486796
4704830327095654,6451229569,你以为医生眼睛带X光是吧,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704830088544664,5245175487,回复@胖疾复发恐无药可医:我的意思就是，核酸要做，为大家安全，自己也放心。但是能不能一起把药开了，有些怼我的，我就怀疑是没孩子的，反复发烧4天我还不能焦虑，还不能说一下某些医生开药不对症？真的是搞笑。有些身体好的，核酸报告拿到药才拿到，结果人家也好了，等于白跑。身体不好的，等到拿到药已经拖严重了。,2021-11-18,,,0,4704521537720325,4704789721777476,4704658956486796
4704829777383343,3120149181,回复@予安予以心安:大部分医生是不耐烦的普通人为了钱和利益，剩下的才是认真负责的，就和警察一个道理，每个地方有一两个就是福气了,2021-11-18,,,0,4704521537720325,4704792410327868,4704658956486796
4704829668065875,6364266749,我不怕检查，我怕排队,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704829408019962,7318557090,楼主没有说医生检查有问题啊应该是说医院看病耗费很多时间，约号，排号等等很耗时，看一样病是需要检查很多项，但每一项都要排队，一个月这个病也没看好不就是费时吗我脚崴了，光排核磁排一个月,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704829043379082,7569776356,回复@予安予以心安:我没有任何性生活，医生让我查hcg，看看有没有怀孕，对于我来说就是过度检查，我自己知道，辩论不过，就投诉了，取消了这个项目,2021-11-18,,,0,4704521537720325,4704800115523919,4704658956486796
4704828988588313,5017358833,回复@FFFIFFFI:唉，是真的，上次发烧39度多去医院，我自己知道是风吹到了，但是医院让抽血，核酸，等了一天，最后看核酸血常规没事、又让我住院输水、做ct各种检查，说下来等几千，我直接扭头就走了，给老家医院打电话说下症状，两包柴桂颗粒喝些热水发了汗就好了,2021-11-18,,,1,4704521537720325,4704791391111613,4704658956486796
4704828976529700,2779948963,回复@丶漓丝丝:感冒咳嗽就要急诊了？我手割了个小口我也说是急诊？如果你病情危机到生命医院会给你开急救通道的，急不急不是你说了算。,2021-11-18,,,0,4704521537720325,4704825173082360,4704658956486796
4704828380941410,6081978194,宽容点吧，检查不会给医生分钱，很多病症不做检查是没法具体判断的,2021-11-18,,,1,4704521537720325,4704658956486796,4704658956486796
4704828255636336,5260815939,回复@丶漓丝丝:我在我们市最大的医院看肠胃炎，医生当好多人面说我怀孕了主要那时候我还未成年然后我自己百度了一下应该是肠胃炎去街上药店买的藿香正气水，整一个大无语,2021-11-18,,,0,4704521537720325,4704788090196037,4704658956486796
4704828146060475,2321972753,所以你花200查出来是癌症就觉得值了吗我宁愿什么都查查，排除一些隐患的病,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704827974094986,3263742174,回复@丶漓丝丝:坐标青岛，手机先预约，排到好几天后，到了登记排队，上午去排到下午，然后做一堆检查，第二天出结果，再约下次给看结果，病都特么自己好了,2021-11-18,,,1,4704521537720325,4704788090196037,4704658956486796
4704827869497823,1739324691,回复@八戒师傅熟了吗:说得好,2021-11-18,,,0,4704521537720325,4704797388704786,4704658956486796
4704827257392422,6734107183,但是很多症状不用仪器检查是不能确诊的，而且所有做的检查都是依据你的症状可能对应的病来检查的，不会白做的，花钱花时间买安心啊,2021-11-18,,,1,4704521537720325,4704658956486796,4704658956486796
4704827189756303,6252242647,上回一个肠胃炎非要让我做核酸测抗体验血花了两千多 现在好好看个病怎么这么难,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704827139424689,5245175487,回复@旺旺我仙豆:不是北京。不管什么地方的医院真的要去当地大医院。不然真的被这些小医院坑死。,2021-11-18,,,1,4704521537720325,4704793980044385,4704658956486796
4704826942034073,3221889684,回复@予安予以心安:医患关系不是一天两天了,2021-11-18,,,0,4704521537720325,4704814548912241,4704658956486796
4704826674382183,5245175487,回复@南竹溪:我只想说大医院的医生真的和一般医院的医生两码事。大医院医生虽然脾气也臭，但是看病开药对症 。最怕这种耽误病情的。,2021-11-18,,,2,4704521537720325,4704796713944951,4704658956486796
4704826556416112,7300691355,我想问下，皮肤病为啥要先验血验尿啊两三次了，每次去看病都这样，一次看脸一次看头皮，必须先验，验完的单子医生好像也不看求个解释让我清楚是必要的还是我被坑了,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704826326516448,5245175487,回复@蚂蚁上树-PKUHSC:四天反复发烧，越咳越厉害。一点好转没有。难道不能说某些医生开的药就是不对症？我知道病程啊。没说立马好，至少缓解，这点要求否过分了？那像你那样说感冒很正常，完全可以不吃任何药，一个星期自然也好的差不多了。当父母的都不能焦虑了？谁不是怕被拖成肺炎？你没孩子不能理解我们当父母的心。,2021-11-18,,,1,4704521537720325,4704798487872351,4704658956486796
4704826149047071,5475041617,回复@予安予以心安:有些为了业绩赚钱，碰到就是几千,2021-11-18,,,0,4704521537720325,4704786672517886,4704658956486796
4704826032131236,2849613061,我家这边的医生就知道查常规，常规没问题就不管了，我自己上百度查得需要某个检查，我主动要求做，结果才查出来原因的。,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704825684788828,1768229620,回复@伊娃-GreenFoxtail:按过敏咳嗽吃药雾化啦，也不见好。现在换吃别的药了。,2021-11-18,,,0,4704521537720325,4704809564768235,4704658956486796
4704825449648323,1775932145,不然呢？？,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704825173082360,5245175487,回复@阿玄公:主要我也不懂，像这种急诊为啥核酸报告不能加急，或者是不是真的核酸报告确实要检查几个小时才能拿到。我所知道的最快6个小时。,2021-11-18,,,0,4704521537720325,4704798659578468,4704658956486796
4704825079760513,1614513694,你怎么知道检查没用。非要检查结果都有病才叫有用吗？癌症病人每次复查都要做那些检查，那个不是想看看报告上说一切正常？有这种心理就不对。,2021-11-18,,,1,4704521537720325,4704658956486796,4704658956486796
4704825021302990,6312331265,回复@云边Y小卖部:你是对的,2021-11-18,,,0,4704521537720325,4704819636339904,4704658956486796
4704824778031257,5245175487,回复@MeiKoux:成都的一般医院。我的意思就是说做核酸也要开药吃药，而不是等核酸才拿药。有些人误解我了，我不是不配合做检查，我反而觉得啥检查都可以做。但是也要分个缓急吧，不能一直拖着，有些人身体好自然拖一下没问题，但是也要看人。,2021-11-18,,,0,4704521537720325,4704799381259100,4704658956486796
4704823968008138,7672342780,医患关系就是被你这种人弄紧张的,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704823896967096,5891164002,我是医学生这个学期刚学了诊断学 一个发热的原因就有几十种 所以医生真不是随便开检查的 检查出来了究竟是什么才方便开诊断然后治疗啊,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704823855022114,5731203005,看病真的好难，老话说有个好身体比啥都强真的太对了,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704823792370477,5568108406,回复@丶漓丝丝:妈耶，不知道是不是新冠呢，就给你开药啊，如果是新冠吃了普通咳嗽的药，那不是吃错药？又不发高烧，咳几个小时也咳不死，还延误病情,2021-11-18,,,0,4704521537720325,4704822580480688,4704658956486796
4704823646093656,5731203005,看病确实太难了，已不是怪医生，排一天队花不少钱也不一定知道自己病没病，所以一般不起特别严重的症状都自己扛，很多扛着扛着扛成重病,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704823616733859,5245175487,回复@诺诺诺诺Li:反复发烧吃了药没用，你知道连续发烧4天一点都不好是什么情况吗？难道不是药不对症？我没扫射所有医生，但是好的医院确实用药不一样，吃了不说立马好，但是绝对会减轻。,2021-11-18,,,1,4704521537720325,4704807489636928,4704658956486796
4704822606171341,7284560736,就是拉了个肚子检查费500,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704822580480688,5245175487,回复@棠一君:我们做了核酸，我没说不做核酸，小孩发烧现在都是第一时间跑医院做核酸。我意思是该一起开药先吃药，顺便在医院等核酸报告，而不是等6个多小时核酸报告拿到了才给开药。耽误病情。,2021-11-18,,,0,4704521537720325,4704813537561247,4704658956486796
4704822449930856,6226190655,回复@予安予以心安:绝大部分的医生都是不负责的，就拿我最近的亲身体验来说，本来我脸上只是轻微过敏，拿些药吃就行了，可哪个庸医给我开了好几百的药膏，结果涂完药膏之后，脸又红又肿，痒的要命，那个医生还找各种借口，最后又给我开了一种激素药吃，最后我只能自认倒霉，那个医生就是鼓楼医院皮肤科的后文俊,2021-11-18,,,0,4704521537720325,4704792410327868,4704658956486796
4704822437611525,5737348374,其实我很纳闷，做一大堆检查之后说没问题不是好事情吗？证明身体健康啊！而且有很多病症他不做检查外表看不出来呀。,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704822148727768,7540269638,多年看病经验，医生让你查什么你就去查，他不可能跟每个病人都详细聊我怀疑你什么什么病所以查什么排除一下，这种要是真查到什么毛病是你赚了只有庸医才会按经验开药，反正不对症也是你的身体负责,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704822064841858,5245175487,回复@因子你球掉了:我的意思是，最起码该和测核酸一起把药开了先吃吧，再在医院等报告，也不过分吧？非要等核酸报告出来，病都拖严重了。再说去医院就已经告知了没和确诊或者疑似病例有交集。如果有交集，自己早就拉去隔离了。我有个朋友的孩子也是直接拖成肺炎。,2021-11-18,,,1,4704521537720325,4704816985803491,4704658956486796
4704821515126152,2976649783,回复 @VictoriaJustice酷猪国际后援会:有时候不去做检查化验啥的，单凭医生的诊断，我还真不放心。都生病了，就别心疼钱了,2021-11-18,,,0,4704521537720325,4704785892903035,4704658956486796
4704821125057875,7558398324,回复@还是干饭最好:行吧，下次这种OTC药可以药店直接买，医院去了手续还多，挺麻烦的，感冒嘛自限病，感冒药只是加速，不吃药一周也能好，至于没好那就可能引起其他疾病了，比如炎症。,2021-11-18,,,0,4704521537720325,4704816771892976,4704658956486796
4704821083114294,5891847027,我建议取消医生   直接人工智能,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704820482802718,6185048845,去小医院快但检查不全，大医院一个检查排号做等几天，出结果再等几天,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704820336003472,7558398324,回复@YS-ffbb89:以前平均年龄多少，现在多少，抛开这个不谈，以前肺结核都是绝症，现在结核病还算大病吗？,2021-11-18,,,0,4704521537720325,4704794302482931,4704658956486796
4704820214629421,7331429688,我的咳嗦半个月 肺部ct正常 核酸几次斗争正常 医生给不出答案 妈呀,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704819887998257,7185099104,天天搞这种过度的疫情防控，有病吗？也没见控制住，还天天限制这那的，影响了人们的正常生活！烦不烦,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704819728876295,6466598095,看你信百度还是医生,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704819699256712,5639175331,我骑自行车摔倒了，膝盖淤血走路没问题，结果让我拍完片子，没什么问题，还给我拿偏瘫的药，不理解，我都没用那药,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704819636339904,7558398324,回复@为什么不问问神奇小精灵呢:矛盾点应该不是文化水平，是钱免费就P事没有了，那就巴不得所有仪器用一遍,2021-11-18,,,0,4704521537720325,4704804234333062,4704658956486796
4704819568708759,3486026940,俺上次呼吸疼痛去医院看病查完血才约上第二天ct然后3天后才拿到ct报告，一共过去了四天，病已经好了,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704819527028210,5681347012,你不知道鉴别诊断是啥吗？误诊人没了也是医生的锅，开检查鉴别也是医生的问题，合着您以后自个儿在家里看病算了呗,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704819405392857,5302173571,你不去检查怎么知道什么病你看病只去一次不用复查的啊,2021-11-18,,,1,4704521537720325,4704658956486796,4704658956486796
4704819329370100,5311278878,回复@winnieWFXL:我侄女就是咳嗽，不是感冒的那种咳嗽。让住院 花了4千多现在还没治好。看医生靠运气,2021-11-18,,,0,4704521537720325,4704793619334734,4704658956486796
4704818956600538,5736075115,#多地3至11岁人群开打新冠疫苗#，点话题再点实时，看看网友帖子,2021-11-18,,,1,4704521537720325,4704658956486796,4704658956486796
4704818939298314,5475822566,评论里那个，当然得做核酸检测了！万一真有人携带病毒，整个医院都遭殃，好像做核酸只为了拦截你一样，保护你你还说这种话，那你回家自己给孩子治得了。,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704818885034770,7226883112,回复@盛夏夜的狮子座:对对对太难了，我老师和我说过，他有个同事就是好心，不开检查，就看病了，然后反被告了,2021-11-18,,,0,4704521537720325,4704788283392520,4704658956486796
4704818343971840,6046688438,回复@丶漓丝丝:应该像济公一样  搓个药丸  也不用检查  吃一次就好,2021-11-18,,,0,4704521537720325,4704788090196037,4704658956486796
4704818184323735,7526295366,艾滋病白血病新冠肺炎的初期症状都和感冒发烧一样啊，那你们别tm上医院看了直接去药店买药完了，医生细致点检查是对你们负责，一个两个都巴不得自己检查出点什么问题那就祈祷有一天如你们所愿吧,2021-11-18,,,1,4704521537720325,4704658956486796,4704658956486796
4704818134254999,6015754864,回复@L_阿笑阿:我到觉得这和专业水平有关，医生怀疑是别的病症的表现的时候会多问一点相关的病症表现，基本都是可以判断的。,2021-11-18,,,0,4704521537720325,4704787712443634,4704658956486796
4704818091786663,5746645993,而且多数都是查了半天没发现异常 然后就拉倒了 并不给什么治疗 就继续难受着,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704818008163591,7702711021,看病检查不是很正常吗？尤其是肺病，像这次肺炎，如果不去做ct，不去做核酸，不就很容易被当成感冒？,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704817619140859,5645441282,怕出错，怕出错，如履薄冰！你要知道，他没治好病，耽搁或者误诊，你便是他的掘墓人。,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704817475749315,5652696841,回复@野原新之助不要长大啊:我能理解,2021-11-18,,,0,4704521537720325,4704792016322864,4704658956486796
4704817132340816,6622333270,感冒发烧啥的去诊所就行了，小时候就是这么过来的，去隔壁村看病。我之前双手僵硬去医院看了风湿科，骨科，康复科，手足外科，做了好多检查，还是没查出来，最后我不查了，爱咋的咋的吧,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704816985803491,6282311394,回复@丶漓丝丝:万一是阳性咋办，现在非常时期肯定得查核酸再看病啊，而且又不是什么重要急症危机生命。,2021-11-18,,,5,4704521537720325,4704788090196037,4704658956486796
4704816889332017,5498096283,回复@啊_潇_:真的是！我在UK上学时看了次急诊，差点被耽误死，最后还不如直接打飞的回国看病快,2021-11-18,,,1,4704521537720325,4704789491089529,4704658956486796
4704816771892976,6447324303,回复@云边Y小卖部:怎么就说的轻松了。。。我不是医生我不了解情况，但是我看病遇到不同医生确实就是这样。。。,2021-11-18,,,0,4704521537720325,4704810626187352,4704658956486796
4704815806415811,2806155773,回复@小尤婛:昨晚看心动的offer，陶勇医生刚说医生不是巫术,2021-11-18,,,0,4704521537720325,4704790950445479,4704658956486796
4704815563146153,2205873280,你胡说什么？？！！,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704815525922268,3288138180,有什么叫有的没的检查 你以为疾病都这么简单一次就能诊断的吗 自己都会还来医院干什么？？,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704815278196789,6179596415,回复@瑾色长安201405:校医院真的emmm我们学校校医院连药都不全，发烧了想输液都没有,2021-11-18,,,0,4704521537720325,4704808683963609,4704658956486796
4704815219737382,3625649840,回复@问载:你这屁放的纯属造谣,2021-11-18,,,0,4704521537720325,4704793497698447,4704658956486796
4704815169406722,5974247567,那你别去呗,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704815110423511,1806406812,随便检查一下就去了大几百,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704815080278981,2003933461,去了问你啥毛病半分钟，然后就是验血，ct跑一天，等报告一两天，报告拿去一看没啥问题啊，要不再查个磁共振吧,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704815022082147,5786557434,同医院上班 大多数时候医生其实听了病人的描述跟症状这些 大概心里面都是有个底的 但是不会直接告诉病人的原因就是因为谨慎 害怕自己的经验误诊错诊 做的这些检查 也都是用来确诊到底是不是这个病 就比如一个小感冒 去诊所开点药 严重点就打个针输个液 可也有很多疾病的最开始症状就是感冒 这种新闻多,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704814707509158,7695722616,还有你不舒服区医院检查还不告诉你是啥毛病 你有点怀疑是什么毛病于是问医生👩‍⚕️说这个话不能说死了 谁能保证一定是呢,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704814548912241,6513357405,回复@韭菜鸡蛋馅儿x:我也遇到过不负责的医生，但只是个别的，很大一部分医生都是为了病人着想,2021-11-18,,,0,4704521537720325,4704813138316560,4704658956486796
4704814439335492,5610715265,这还嫌慢嫌检查多，我老公同事大多数是老外，德国和奥地利，瑞典的居多，每次我老公带着他们去看病，他们都连连夸赞我们这效率真高，很快就看完了，在他们那边且等着去吧！他说小病靠自己，大病等死的节奏！虽说全民医保，但只是公立医院，德国报80%，奥地利好像全报（还是多少反正比德国多），私立贵,2021-11-18,,,0,4704521537720325,4704658956486796,4704658956486796
4704814334741481,6075923668,那就去诊所和基层医院那里想做检查都没设备，感冒发烧就吃点消炎解热镇痛药，三甲医院都是奔着你得了疑难杂症的思路去的，而且对一些小病，诊所的经验比大医院还要足，因为概率上，他们收治的比三甲医院多，觉得自己没病就不要去三甲遭罪，诊所人少，医生看病态度还更好，思路打开，诊所也很香,2021-11-18,,,1,4704521537720325,4704658956486796,4704658956486796
